Order_Id,Product_Id,Quantity,Discount_Percent
295,FUR-CH-10001891,3,2
296,FUR-FU-10002918,3,2
297,OFF-BI-10004593,5,5
298,OFF-FA-10004854,3,3
299,OFF-PA-10002105,5,2
300,OFF-ST-10002756,8,2
301,OFF-PA-10004243,3,5
302,FUR-FU-10001861,4,4
303,OFF-BI-10002706,1,4
304,FUR-TA-10002533,3,4
305,FUR-FU-10002671,2,2
306,OFF-AR-10003651,3,4
307,OFF-BI-10001072,3,5
308,OFF-AR-10002135,6,4
309,OFF-AR-10002804,1,3
310,FUR-FU-10001918,4,5
311,FUR-CH-10004086,2,4
312,FUR-FU-10001756,1,4
313,OFF-LA-10000634,3,3
314,FUR-FU-10001588,3,2
315,TEC-PH-10002398,2,5
316,OFF-PA-10001937,3,5
317,OFF-AR-10003373,4,2
318,FUR-CH-10002602,1,2
319,TEC-MA-10002927,2,2
320,TEC-PH-10004093,6,3
321,TEC-AC-10000892,4,3
322,OFF-ST-10002974,1,2
323,OFF-FA-10000624,2,5
324,OFF-BI-10004593,6,5
325,TEC-AC-10001908,1,3
326,FUR-FU-10001967,1,4
327,TEC-PH-10003645,3,3
328,OFF-ST-10000675,2,5
329,FUR-CH-10003312,4,3
330,OFF-LA-10001074,10,2
331,OFF-BI-10001524,6,3
332,TEC-PH-10004614,2,3
333,OFF-BI-10001153,2,2
334,OFF-BI-10001982,3,3
335,OFF-BI-10001922,1,3
336,TEC-CO-10001449,2,2
337,OFF-BI-10004140,4,2
338,OFF-BI-10003314,2,5
339,FUR-TA-10004575,3,4
340,OFF-FA-10000490,4,2
341,OFF-AR-10000122,4,2
342,OFF-BI-10003656,10,4
343,OFF-FA-10002780,13,4
344,TEC-PH-10000702,12,4
345,OFF-ST-10000107,4,3
346,TEC-PH-10002293,3,2
347,OFF-AR-10004027,3,4
348,OFF-PA-10000249,2,5
349,OFF-AR-10001374,2,2
350,TEC-AC-10000290,1,5
351,OFF-PA-10001970,2,5
352,OFF-BI-10002160,1,3
353,OFF-PA-10001970,4,3
354,OFF-BI-10004995,4,4
355,FUR-BO-10002268,6,5
356,OFF-EN-10001137,2,5
357,OFF-AR-10002399,4,3
358,OFF-PA-10002713,5,2
359,OFF-PA-10002666,5,4
360,OFF-AP-10001124,8,3
361,OFF-LA-10001158,2,4
362,OFF-LA-10001158,2,2
363,FUR-CH-10000785,3,4
364,OFF-AR-10003732,2,2
365,FUR-FU-10000023,8,4
366,OFF-ST-10001713,4,5
367,OFF-BI-10002412,4,3
368,OFF-SU-10001225,2,3
369,OFF-ST-10002406,7,3
370,FUR-BO-10002545,4,5
371,OFF-PA-10002036,5,5
372,OFF-ST-10002205,3,3
373,OFF-BI-10001982,5,3
374,TEC-AC-10003911,8,2
375,OFF-AR-10000658,1,2
376,TEC-AC-10002076,10,4
377,OFF-PA-10003039,4,3
378,FUR-TA-10004915,7,2
379,OFF-AP-10000696,3,5
380,OFF-ST-10003327,3,3
381,OFF-BI-10000309,4,3
382,OFF-PA-10004734,7,5
383,OFF-BI-10002225,3,5
384,TEC-AC-10004708,2,2
385,FUR-TA-10000617,3,4
386,TEC-AC-10002335,3,3
387,TEC-MA-10001681,4,2
388,FUR-FU-10001935,1,5
389,OFF-AR-10004757,1,2
390,OFF-BI-10000050,4,2
391,TEC-AC-10001998,2,5
392,TEC-PH-10003012,2,4
393,TEC-CO-10002313,3,2
394,OFF-BI-10003982,3,2
395,OFF-BI-10004492,3,3
396,OFF-ST-10000798,2,3
397,OFF-PA-10002552,2,2
398,OFF-SU-10002573,4,5
399,OFF-ST-10001580,3,3
400,FUR-BO-10004834,4,5
401,OFF-ST-10000934,4,5
402,TEC-AC-10000158,2,3
403,OFF-PA-10001947,2,2
404,OFF-AR-10003478,6,4
405,OFF-AP-10004249,3,3
406,TEC-AC-10000158,5,4
407,TEC-CO-10004115,3,5
408,OFF-PA-10003724,5,4
409,FUR-TA-10002041,7,4
410,OFF-PA-10002893,1,3
411,OFF-LA-10003766,9,4
412,OFF-PA-10001970,1,5
413,FUR-BO-10001972,13,4
414,FUR-CH-10003956,2,5
415,OFF-PA-10000157,7,3
416,FUR-CH-10001891,4,2
417,OFF-AR-10004344,8,5
418,FUR-CH-10004886,5,4
419,OFF-PA-10003845,1,5
420,OFF-AR-10001573,4,4
421,OFF-EN-10000483,1,5
422,TEC-AC-10004114,6,3
423,FUR-FU-10004712,4,3
424,OFF-ST-10000918,3,5
425,FUR-CH-10000015,4,4
426,FUR-FU-10003347,2,4
427,OFF-BI-10001543,8,4
428,TEC-MA-10000029,1,3
429,OFF-AR-10000369,6,5
430,OFF-BI-10004584,2,4
431,TEC-AC-10004659,7,3
432,TEC-AC-10004659,5,5
433,OFF-ST-10000617,2,3
434,OFF-ST-10003306,5,4
435,OFF-BI-10000773,2,5
436,TEC-AC-10002600,5,2
437,TEC-MA-10002937,3,4
438,OFF-PA-10001970,7,4
439,OFF-PA-10002230,8,3
440,FUR-CH-10003396,3,5
441,FUR-FU-10000246,1,3
442,OFF-ST-10000060,3,4
443,OFF-ST-10003058,3,4
444,OFF-PA-10002222,4,3
445,FUR-CH-10002372,3,4
446,OFF-LA-10001317,7,3
447,FUR-FU-10000206,1,2
448,OFF-AR-10000588,3,4
449,OFF-ST-10001469,3,4
450,OFF-AR-10001953,6,2
451,OFF-AR-10003156,3,4
452,OFF-AR-10004974,3,4
453,TEC-PH-10002365,4,3
454,FUR-TA-10001539,2,4
455,OFF-ST-10000142,2,2
456,TEC-AC-10001772,4,5
457,FUR-CH-10000225,2,2
458,FUR-CH-10002331,3,5
459,OFF-EN-10001415,2,2
460,OFF-AP-10002472,4,3
461,TEC-AC-10004571,9,5
462,OFF-BI-10001098,3,2
463,FUR-FU-10000023,5,3
464,FUR-TA-10001889,6,4
465,OFF-BI-10000315,5,4
466,OFF-SU-10003505,2,5
467,OFF-AP-10002578,2,3
468,FUR-FU-10002918,7,3
469,FUR-BO-10002824,2,5
470,OFF-BI-10002194,3,3
471,OFF-PA-10004071,1,3
472,OFF-ST-10002743,3,2
473,FUR-BO-10001601,2,5
474,TEC-PH-10002680,4,2
475,OFF-ST-10001321,6,3
476,OFF-PA-10001509,7,3
477,OFF-PA-10003465,5,4
478,TEC-PH-10000149,6,4
479,FUR-FU-10002671,3,4
480,OFF-AR-10003045,5,4
481,OFF-ST-10000689,5,5
482,TEC-AC-10001445,3,2
483,OFF-AR-10002053,2,4
484,TEC-AC-10002567,2,4
485,OFF-LA-10003923,2,5
486,FUR-BO-10001337,5,4
487,TEC-PH-10001924,5,5
488,TEC-PH-10001363,6,4
489,TEC-PH-10000376,1,5
490,TEC-AC-10000303,2,5
491,OFF-AR-10001953,2,4
492,OFF-ST-10001809,5,4
493,OFF-EN-10003845,3,5
494,TEC-AC-10000991,2,4
495,FUR-TA-10001857,3,5
496,OFF-EN-10001434,2,3
497,OFF-BI-10002498,8,2
498,FUR-FU-10004864,4,2
499,FUR-CH-10002602,2,5
500,FUR-FU-10000073,9,5
501,OFF-BI-10001670,2,4
502,OFF-BI-10001658,2,5
503,FUR-CH-10001215,2,3
504,OFF-BI-10000831,3,4
505,OFF-PA-10000357,1,4
506,OFF-BI-10003274,5,3
507,OFF-AR-10001662,1,3
508,OFF-AR-10003856,3,2
509,OFF-ST-10001228,3,4
510,OFF-BI-10003527,5,3
511,FUR-FU-10001290,3,2
512,TEC-AC-10002399,2,2
513,OFF-AR-10002053,3,4
514,OFF-AR-10003811,3,3
515,OFF-AR-10001246,2,3
516,TEC-CO-10003236,5,5
517,OFF-ST-10004507,3,4
518,OFF-PA-10001667,2,3
519,OFF-ST-10004459,3,5
520,TEC-AC-10000171,1,4
521,OFF-ST-10000736,2,4
522,OFF-BI-10000285,9,3
523,FUR-TA-10001857,2,2
524,TEC-PH-10003555,3,5
525,TEC-AC-10003832,2,4
526,OFF-FA-10002815,5,4
527,FUR-CH-10003379,3,2
528,FUR-FU-10001756,3,2
529,OFF-ST-10004963,3,5
530,OFF-SU-10002881,1,2
531,OFF-EN-10001335,6,3
532,FUR-CH-10000595,1,3
533,FUR-FU-10000448,3,2
534,TEC-PH-10000984,5,3
535,OFF-BI-10002557,5,2
536,OFF-ST-10001325,2,5
537,OFF-BI-10002429,7,5
538,OFF-BI-10004528,4,4
539,OFF-AP-10001271,3,4
540,FUR-CH-10002647,4,4
541,TEC-AC-10001432,6,4
542,TEC-PH-10002262,8,4
543,OFF-ST-10001809,9,2
544,TEC-AC-10001465,2,4
545,TEC-PH-10002597,1,5
546,FUR-FU-10000723,4,3
547,OFF-BI-10000404,6,4
548,OFF-PA-10002986,2,5
549,OFF-ST-10000604,9,4
550,OFF-BI-10004738,3,5
551,OFF-SU-10001935,5,5
552,FUR-CH-10002024,2,3
553,FUR-FU-10003039,1,3
554,OFF-FA-10004248,3,4
555,OFF-ST-10001780,2,2
556,OFF-AR-10003560,4,5
557,OFF-LA-10001297,2,2
558,FUR-TA-10004256,4,4
559,OFF-PA-10003441,5,3
560,FUR-FU-10003347,3,5
561,OFF-BI-10000069,7,4
562,OFF-AP-10003914,5,4
563,FUR-FU-10004020,3,2
564,OFF-FA-10003467,2,5
565,OFF-LA-10000634,1,5
566,TEC-PH-10002496,3,4
567,OFF-PA-10004530,8,5
568,OFF-BI-10001107,7,4
569,OFF-PA-10004451,3,2
570,FUR-CH-10004997,3,4
571,OFF-LA-10001297,7,3
572,OFF-FA-10000585,4,3
573,OFF-BI-10001922,7,2
574,TEC-PH-10000347,3,3
575,OFF-AR-10003394,3,5
576,OFF-PA-10004530,14,4
577,OFF-PA-10001450,4,4
578,OFF-SU-10001574,2,5
579,OFF-ST-10002974,2,3
580,FUR-FU-10001475,1,5
581,OFF-SU-10004498,4,3
582,TEC-PH-10004977,3,5
583,TEC-PH-10000586,2,4
584,OFF-AP-10000358,3,5
585,OFF-BI-10002764,7,2
586,TEC-PH-10001254,4,2
587,FUR-CH-10003956,1,4
588,OFF-LA-10003930,3,4
589,TEC-PH-10003800,2,3
590,OFF-PA-10002005,4,2
591,OFF-BI-10002498,3,2
592,OFF-PA-10004101,2,5
593,OFF-AR-10004078,2,3
594,TEC-AC-10001266,3,3
595,OFF-AP-10004708,2,3
596,TEC-CO-10004115,3,5
597,TEC-PH-10002398,5,5
598,FUR-FU-10001979,8,2
599,OFF-SU-10004115,2,2
600,TEC-PH-10001425,3,2
601,TEC-PH-10003963,4,4
602,OFF-SU-10001574,2,4
603,OFF-ST-10001490,1,3
604,FUR-FU-10001756,3,5
605,OFF-BI-10000773,3,5
606,OFF-BI-10001543,4,5
607,OFF-PA-10002120,3,2
608,OFF-BI-10000848,2,5
609,OFF-AR-10001246,9,3
610,TEC-PH-10003092,2,5
611,TEC-PH-10003012,3,3
612,OFF-LA-10004345,4,3
613,OFF-PA-10001204,2,5
614,TEC-PH-10004667,9,5
615,TEC-PH-10000011,10,3
616,OFF-BI-10002949,2,2
617,FUR-FU-10003849,2,4
618,FUR-FU-10000010,2,4
619,OFF-BI-10002824,9,3
620,TEC-PH-10002538,1,4
621,FUR-FU-10000521,3,2
622,OFF-BI-10002103,5,3
623,FUR-CH-10004853,2,3
624,OFF-AP-10000179,5,4
625,OFF-ST-10001272,4,2
626,OFF-AR-10004042,9,3
627,FUR-FU-10000221,7,4
628,OFF-AP-10001563,2,3
629,OFF-BI-10000605,5,5
630,OFF-PA-10002615,3,4
631,OFF-ST-10001963,3,2
632,TEC-AC-10001267,5,4
633,TEC-PH-10002103,4,5
634,TEC-AC-10002857,3,2
635,OFF-LA-10003930,3,5
636,FUR-CH-10001482,3,2
637,OFF-BI-10001989,3,5
638,OFF-AP-10003287,3,2
639,FUR-FU-10000576,5,2
640,OFF-BI-10004728,4,3
641,FUR-FU-10000732,3,4
642,OFF-ST-10000585,2,5
643,OFF-LA-10002787,7,4
644,TEC-AC-10003832,4,4
645,OFF-PA-10001934,1,5
646,OFF-AP-10002457,2,3
647,OFF-FA-10003112,5,3
648,OFF-AP-10002350,2,4
649,FUR-FU-10001935,4,5
650,TEC-PH-10003273,3,4
651,TEC-AC-10001142,4,3
652,OFF-PA-10000482,10,4
653,OFF-PA-10003892,2,4
654,TEC-AC-10001101,8,5
655,OFF-AP-10002439,2,2
656,OFF-BI-10002827,2,5
657,OFF-EN-10002230,2,3
658,FUR-CH-10001215,2,2
659,OFF-BI-10004654,2,5
660,OFF-ST-10001490,7,2
661,OFF-ST-10001511,14,2
662,FUR-TA-10001768,5,4
663,OFF-BI-10003981,3,4
664,OFF-ST-10001522,5,5
665,OFF-FA-10000621,3,2
666,OFF-SU-10004231,3,5
667,OFF-PA-10000474,3,3
668,TEC-PH-10004042,3,5
669,FUR-FU-10003096,5,5
670,FUR-FU-10002759,3,2
671,FUR-TA-10000688,1,5
672,OFF-PA-10002377,8,5
673,OFF-AR-10001954,5,5
674,OFF-AP-10004532,3,3
675,OFF-PA-10002137,5,4
676,TEC-AC-10003832,3,2
677,OFF-AP-10000804,3,4
678,TEC-AC-10003614,3,5
679,FUR-FU-10003553,3,3
680,OFF-BI-10004632,3,2
681,OFF-BI-10003305,3,4
682,OFF-ST-10002583,2,5
683,OFF-ST-10004507,4,3
684,TEC-MA-10004125,4,2
685,OFF-AP-10002457,2,3
686,TEC-AC-10003911,3,5
687,OFF-LA-10001934,2,2
688,OFF-PA-10000304,3,3
689,FUR-BO-10004015,2,3
690,FUR-FU-10004071,1,5
691,TEC-PH-10002033,1,2
692,OFF-ST-10002444,3,2
693,TEC-AC-10002253,1,5
694,OFF-PA-10000743,5,3
695,OFF-AR-10003373,8,4
696,OFF-LA-10002312,4,4
697,OFF-EN-10000927,7,4
698,OFF-LA-10003510,4,3
699,OFF-AR-10001118,1,2
700,OFF-BI-10001575,2,3
701,OFF-BI-10001982,3,5
702,FUR-FU-10002960,3,3
703,FUR-FU-10003394,3,4
704,FUR-TA-10002774,3,2
705,OFF-PA-10001800,2,2
706,OFF-AP-10001469,5,3
707,TEC-AC-10002399,1,3
708,TEC-AC-10003628,4,4
709,FUR-BO-10003272,5,5
710,OFF-BI-10000050,8,3
711,OFF-PA-10004071,1,4
712,OFF-EN-10001219,4,4
713,OFF-AP-10001154,6,2
714,TEC-PH-10003012,2,4
715,TEC-AC-10001606,3,5
716,OFF-BI-10003355,5,3
717,FUR-FU-10000010,2,5
718,FUR-FU-10002253,3,3
719,OFF-BI-10001658,3,2
720,FUR-FU-10000246,6,4
721,OFF-PA-10004092,3,5
722,FUR-TA-10000198,3,2
723,OFF-ST-10000036,3,5
724,FUR-FU-10000222,5,4
725,OFF-SU-10004664,7,2
726,OFF-EN-10001141,2,3
727,TEC-PH-10002170,1,5
728,OFF-PA-10001954,8,3
729,FUR-TA-10002228,2,3
730,OFF-ST-10004634,3,4
731,FUR-CH-10002965,3,3
732,OFF-LA-10001317,2,2
733,OFF-ST-10000736,3,2
734,TEC-AC-10003610,3,5
735,OFF-BI-10003982,6,3
736,OFF-BI-10003291,4,5
737,FUR-BO-10001619,1,3
738,OFF-BI-10000138,5,2
739,TEC-AC-10001383,2,2
740,OFF-LA-10003223,3,3
741,OFF-ST-10002743,3,2
742,OFF-BI-10004094,2,5
743,OFF-SU-10004498,5,5
744,OFF-PA-10002615,1,4
745,OFF-PA-10004971,1,3
746,OFF-SU-10004261,4,4
747,FUR-TA-10002607,10,3
748,OFF-ST-10001809,4,4
749,TEC-PH-10000004,1,4
750,OFF-BI-10003638,3,3
751,FUR-FU-10003577,11,3
752,OFF-AR-10003478,7,4
753,OFF-BI-10000546,1,2
754,TEC-CO-10002095,3,3
755,FUR-FU-10002759,4,4
756,FUR-TA-10001095,4,2
757,OFF-ST-10002444,2,5
758,TEC-AC-10001267,4,4
759,OFF-BI-10000848,3,2
760,OFF-PA-10002377,4,4
761,OFF-PA-10003441,9,5
762,OFF-LA-10004484,3,5
763,TEC-PH-10003931,3,3
764,OFF-EN-10001990,2,2
765,OFF-EN-10001532,3,5
766,TEC-AC-10003174,6,5
767,OFF-BI-10004187,3,3
768,OFF-ST-10000025,6,3
769,FUR-FU-10004306,2,4
770,FUR-CH-10003746,2,2
771,OFF-BI-10001036,2,4
772,TEC-PH-10004614,3,2
773,OFF-BI-10000301,5,5
774,OFF-BI-10003910,1,3
775,OFF-AR-10004648,2,4
776,FUR-FU-10002597,7,2
777,OFF-AR-10003405,7,4
778,FUR-CH-10002335,3,2
779,OFF-PA-10000157,3,5
780,OFF-PA-10001947,4,4
781,OFF-PA-10003657,1,5
782,OFF-BI-10001098,5,5
783,TEC-AC-10002167,2,4
784,FUR-BO-10004409,1,5
785,TEC-AC-10000057,2,3
786,OFF-EN-10000056,3,4
787,OFF-BI-10000014,2,2
788,FUR-CH-10004675,2,3
789,OFF-BI-10001543,4,4
790,OFF-ST-10001321,1,3
791,OFF-BI-10001132,8,4
792,FUR-CH-10003199,3,2
793,TEC-PH-10001530,5,5
794,OFF-LA-10001569,2,2
795,OFF-PA-10003724,4,4
796,OFF-BI-10000546,7,4
797,OFF-PA-10000176,7,2
798,OFF-PA-10002365,2,4
799,OFF-LA-10002271,7,2
800,FUR-CH-10002647,5,3
801,FUR-FU-10004090,1,5
802,TEC-PH-10001580,2,4
803,OFF-AP-10000576,9,4
804,OFF-PA-10003953,2,3
805,FUR-FU-10000794,2,5
806,OFF-AR-10001897,3,4
807,TEC-PH-10001795,4,4
808,FUR-FU-10003347,2,5
809,TEC-AC-10004901,3,4
810,OFF-AR-10003190,4,4
811,FUR-TA-10002903,5,5
812,OFF-AP-10000240,4,5
813,TEC-AC-10001101,2,5
814,FUR-FU-10000794,2,2
815,TEC-AC-10001838,7,5
816,OFF-PA-10000061,8,4
817,OFF-PA-10003651,1,5
818,OFF-PA-10000304,8,3
819,OFF-BI-10003094,3,2
820,FUR-CH-10001394,5,5
